No,Title,Artist,From,Got,Sorted,location,filename
3365,Burn,Christina Marie Magenta,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Christina Marie Magenta - Burn,Christina Marie Magenta - Burn
3366,Cold,Christina Marie Magenta,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Christina Marie Magenta - Cold,Christina Marie Magenta - Cold
3367,Flags,Christina Marie Magenta,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Christina Marie Magenta - Flags,Christina Marie Magenta - Flags
3368,Forget,Christina Marie Magenta,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Christina Marie Magenta - Forget,Christina Marie Magenta - Forget
3369,Lunatic,Christina Marie Magenta,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Christina Marie Magenta - Lunatic,Christina Marie Magenta - Lunatic
3370,Red Crayon,Christina Marie Magenta,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Christina Marie Magenta - Red Crayon,Christina Marie Magenta - Red Crayon
3371,Dawn of Spring,Christopher J.,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Christopher J. - Dawn of Spring,Christopher J. - Dawn of Spring
3372,Reson-8-R (Pts. I & II),Christopher J.,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Christopher J. - Reson-8-R (Pts. I & II),Christopher J. - Reson-8-R (Pts. I & II)
3373,The Difference Between Medicine and Poison is in the Dose,Circa Survive,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Circa Survive - The Difference Between Medicine and Poison is in the Dose,Circa Survive - The Difference Between Medicine and Poison is in the Dose
3374,The Panic Range,Claire St. Link,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Claire St. Link - The Panic Range,Claire St. Link - The Panic Range
3375,Keep the Lights On,Close Your Eyes,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Close Your Eyes - Keep the Lights On,Close Your Eyes - Keep the Lights On
3376,Song for the Broken,Close Your Eyes,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Close Your Eyes - Song for the Broken,Close Your Eyes - Song for the Broken
3377,Valleys,Close Your Eyes,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Close Your Eyes - Valleys,Close Your Eyes - Valleys
3378,Sweet#hart,Closure in Moscow,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Closure In Moscow - Sweet#hart,Closure in Moscow - Sweet#hart
3379,Baptised,Codex Alimentarius,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Codex Alimentarius - Baptised,Codex Alimentarius - Baptised
3380,Coelacanths,Coelacanths,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Coelacanths - Coelacanths,Coelacanths - Coelacanths
3381,The Only Difference,Cohesive,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Cohesive - The Only Difference,Cohesive - The Only Difference
3382,The Way That It Goes,Cohesive,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Cohesive - The Way That It Goes,Cohesive - The Way That It Goes
3383,To the Stars,Cohesive,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Cohesive - To the Stars,Cohesive - To the Stars
3384,Inside,Cold Steel,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Cold Steel - Inside,Cold Steel - Inside
3385,Melodicus Counterpointus,Coldera,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Coldera - Melodicus Counterpointus,Coldera - Melodicus Counterpointus
3386,Melodicus Counterpointus (2x Bass Pedal),Coldera,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Coldera - Melodicus Counterpointus (2x Bass Pedal),Coldera - Melodicus Counterpointus (2x Bass Pedal)
3387,Better Life,Conditions,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Conditions - Better Life,Conditions - Better Life
3388,Victor(ia),Conflicted,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Conflicted - Victor(ia),Conflicted - Victor(ia)
3389,Say What You Want,Counterfeit Pennies,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Counterfeit Pennies - Say What You Want,Counterfeit Pennies - Say What You Want
3390,Jumping Ship,Counterparts,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Counterparts - Jumping Ship,Counterparts - Jumping Ship
3391,Leave It All Behind,Cult to Follow,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Cult to Follow - Leave It All Behind,Cult to Follow - Leave It All Behind
3392,Familiar,CyLeW,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/CyLeW - Familiar,CyLeW - Familiar
3393,Evolutionary Sleeper,Cynic,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Cynic - Evolutionary Sleeper,Cynic - Evolutionary Sleeper
3394,Evolutionary Sleeper (2x Bass Pedal),Cynic,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Cynic - Evolutionary Sleeper (2x Bass Pedal),Cynic - Evolutionary Sleeper (2x Bass Pedal)
3395,Integral Birth,Cynic,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Cynic - Integral Birth,Cynic - Integral Birth
3396,Integral Birth (2x Bass Pedal),Cynic,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Cynic - Integral Birth (2x Bass Pedal),Cynic - Integral Birth (2x Bass Pedal)
3397,King of Those Who Know,Cynic,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Cynic - King of Those Who Know,Cynic - King of Those Who Know
3398,The Space for This,Cynic,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Cynic - The Space for This,Cynic - The Space for This
3399,The Space for This (2x Bass Pedal),Cynic,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Cynic - The Space for This (2x Bass Pedal),Cynic - The Space for This (2x Bass Pedal)
3400,Eternal Divine Angel Death (RB3 version),Daas Bosh,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Daas Bosh - Eternal Divine Angel Death (RB3 version),Daas Bosh - Eternal Divine Angel Death (RB3 version)
3401,Conquer Me,Damone,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Damone - Conquer Me,Damone - Conquer Me
3402,Haben Haben Haben,Dampfmaschine,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Dampfmaschine - Haben Haben Haben,Dampfmaschine - Haben Haben Haben
3403,If I Was King,Dan Markland,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Dan Markland - If I Was King,Dan Markland - If I Was King
3404,Regret,Dan Rothery,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Dan Rothery - Regret,Dan Rothery - Regret
3405,Death in the Garden,Dance for the Dying,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Dance for the Dying - Death in the Garden,Dance for the Dying - Death in the Garden
3406,Echo,Dance for the Dying,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Dance for the Dying - Echo,Dance for the Dying - Echo
3407,El Monstro,Dance for the Dying,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Dance for the Dying - El Monstro,Dance for the Dying - El Monstro
3408,Kitty Fight Song,Dance for the Dying,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Dance for the Dying - Kitty Fight Song,Dance for the Dying - Kitty Fight Song
3409,Mannequin,Dance for the Dying,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Dance for the Dying - Mannequin,Dance for the Dying - Mannequin
3410,Ordinary Objects,Dance for the Dying,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Dance for the Dying - Ordinary Objects,Dance for the Dying - Ordinary Objects
3411,Thug Love,Dance for the Dying,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Dance for the Dying - Thug Love,Dance for the Dying - Thug Love
3412,Heat Seeking Ghost of Sex,Dance Gavin Dance,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Dance Gavin Dance - Heat Seeking Ghost of Sex,Dance Gavin Dance - Heat Seeking Ghost of Sex
3413,Keep on Running from My Love,Danny and the Lost Souls,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Danny and the Lost Souls - Keep on Running from My Love,Danny and the Lost Souls - Keep on Running from My Love
3414,Soul Candy,Danny and the Lost Souls,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Danny and the Lost Souls - Soul Candy,Danny and the Lost Souls - Soul Candy
3415,Last,Dante,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Dante - Last,Dante - Last
3416,Episodes,Dante's Dream,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Dante's Dream - Episodes,Dante's Dream - Episodes
3417,Gamers Unite,Dante's Dream,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Dante's Dream - Gamers Unite,Dante's Dream - Gamers Unite
3418,Run Away With Me,Daryle Stephen Ackerman,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Daryle Stephen Ackerman - Run Away With Me,Daryle Stephen Ackerman - Run Away With Me
3419,Sarah,Daryle Stephen Ackerman,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Daryle Stephen Ackerman - Sarah,Daryle Stephen Ackerman - Sarah
3420,Tear My Heart In Two,Daryle Stephen Ackerman,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Daryle Stephen Ackerman - Tear My Heart In Two,Daryle Stephen Ackerman - Tear My Heart In Two
3421,Betus Blues (Retro Remix),dB Soundworks,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/dB soundworks - Betus Blues (Retro Remix),dB Soundworks - Betus Blues (Retro Remix)
3422,Can o' Salt (Remix),dB Soundworks,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/dB soundworks - Can o' Salt (Remix),dB Soundworks - Can o' Salt (Remix)
3423,The Battle of Lil' Slugger (Remix),dB Soundworks,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/dB soundworks - The Battle of Lil' Slugger (Remix),dB Soundworks - The Battle of Lil' Slugger (Remix)
3424,Martyr to Science,Deadlock,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Deadlock - Martyr to Science,Deadlock - Martyr to Science
3425,Martyr to Science (2x Bass Pedal),Deadlock,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Deadlock - Martyr to Science (2x Bass Pedal),Deadlock - Martyr to Science (2x Bass Pedal)
3426,The Brave - Agony Applause (RB3 version),Deadlock,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Deadlock - The Brave - Agony Applause (RB3 version),Deadlock - The Brave - Agony Applause (RB3 version)
3427,Everything I Hate About Myself,Death of the Cool,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Death of the Cool - Everything I Hate About Myself,Death of the Cool - Everything I Hate About Myself
3428,American Terrorist,Deception of a Ghost,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Deception of a Ghost - American Terrorist,Deception of a Ghost - American Terrorist
3429,American Terrorist (2x Bass Pedal),Deception of a Ghost,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Deception of a Ghost - American Terrorist (2x Bass Pedal),Deception of a Ghost - American Terrorist (2x Bass Pedal)
3430,These Voices,Deception of a Ghost,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Deception of a Ghost - These Voices,Deception of a Ghost - These Voices
3431,He Is Good,Denbigh Cherry,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Denbigh Cherry - He Is Good,Denbigh Cherry - He Is Good
3432,My God Is There Controlling,Denbigh Cherry,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Denbigh Cherry - My God Is There Controlling,Denbigh Cherry - My God Is There Controlling
3433,Winter Water Waves,Denullification,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Denullification - Winter Water Waves,Denullification - Winter Water Waves
3434,Break Free from Your Life,Design the Skyline,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Design the Skyline - Break Free From Your Life,Design the Skyline - Break Free from Your Life
3435,Rise and Shine,Destruction of a Rose,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Destruction of a Rose - Rise and Shine,Destruction of a Rose - Rise and Shine
3436,Rise and Shine (2x Bass Pedal),Destruction of a Rose,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Destruction of a Rose - Rise and Shine (2x Bass Pedal),Destruction of a Rose - Rise and Shine (2x Bass Pedal)
3437,By Your Command,Devin Townsend,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Devin Townsend - By Your Command,Devin Townsend - By Your Command
3438,By Your Command (2x Bass Pedal),Devin Townsend,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Devin Townsend - By Your Command (2x Bass Pedal),Devin Townsend - By Your Command (2x Bass Pedal)
3439,Color Your World,Devin Townsend,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Devin Townsend - Color Your World,Devin Townsend - Color Your World
3440,Color Your World (2x Bass Pedal),Devin Townsend,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Devin Townsend - Color Your World (2x Bass Pedal),Devin Townsend - Color Your World (2x Bass Pedal)
3441,Hyperdrive,Devin Townsend,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Devin Townsend - Hyperdrive,Devin Townsend - Hyperdrive
3442,N9,Devin Townsend,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Devin Townsend - N9,Devin Townsend - N9
3443,N9 (2x Bass Pedal),Devin Townsend,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Devin Townsend - N9 (2x Bass Pedal),Devin Townsend - N9 (2x Bass Pedal)
3444,Planet Smasher,Devin Townsend,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Devin Townsend - Planet Smasher,Devin Townsend - Planet Smasher
3445,Planet Smasher (2x Bass Pedal),Devin Townsend,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Devin Townsend - Planet Smasher (2x Bass Pedal),Devin Townsend - Planet Smasher (2x Bass Pedal)
3446,Solar Winds,Devin Townsend,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Devin Townsend - Solar Winds,Devin Townsend - Solar Winds
3447,Solar Winds (2x Bass Pedal),Devin Townsend,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Devin Townsend - Solar Winds (2x Bass Pedal),Devin Townsend - Solar Winds (2x Bass Pedal)
3448,The Greys,Devin Townsend,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Devin Townsend - The Greys,Devin Townsend - The Greys
3449,Ziltoidia Attaxx!!,Devin Townsend,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Devin Townsend - Ziltoidia Attaxx!!,Devin Townsend - Ziltoidia Attaxx!!
3450,Ziltoidia Attaxx!! (2x Bass Pedal),Devin Townsend,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Devin Townsend - Ziltoidia Attaxx!! (2x Bass Pedal),Devin Townsend - Ziltoidia Attaxx!! (2x Bass Pedal)
3451,Make It Last,Devoutcast,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Devoutcast - Make It Last,Devoutcast - Make It Last
3452,The Will,Die Hard Till Death,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Die Hard Till Death - The Will,Die Hard Till Death - The Will
3453,Dozing Green,Dir En Grey,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Dir En Grey - Dozing Green,Dir En Grey - Dozing Green
3454,"Hageshisa to, Kono Mune no Naka de Karamitsuita Shakunetsu no Yami",Dir En Grey,RockBandNetwork2,Yes,Yes,"/media/gary/exData/xbox/RockBand/ToSort/Dir En Grey - Hageshisa To, Kono Mune No Naka De Karamitsuita Shakunetsu No Yami","Dir En Grey - Hageshisa to, Kono Mune no Naka de Karamitsuita Shakunetsu no Yami"
3455,Absolution,Dirge Within,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Dirge Within - Absolution,Dirge Within - Absolution
3456,Absolution (2x Bass Pedal),Dirge Within,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Dirge Within - Absolution (2x Bass Pedal),Dirge Within - Absolution (2x Bass Pedal)
3457,The Christmas Song (Live),Distant Autumn,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Distant Autumn - The Christmas Song (Live),Distant Autumn - The Christmas Song (Live)
3458,He's Our Savior,DJ Raptorz,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/DJ Raptorz - He's Our Savior,DJ Raptorz - He's Our Savior
3459,He's Our Savior (2x Bass Pedal),DJ Raptorz,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/DJ Raptorz - He's Our Savior (2x Bass Pedal),DJ Raptorz - He's Our Savior (2x Bass Pedal)
3460,Adicto al Dolor (Lágrimas),Don Tetto,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Don Tetto - Adicto al Dolor (Lágrimas),Don Tetto - Adicto al Dolor (Lágrimas)
3461,Fallido Intento,Don Tetto,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Don Tetto - Fallido Intento,Don Tetto - Fallido Intento
3462,More,Down June,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Down June - More,Down June - More
3463,Slander,Dr. Acula,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Dr. Acula - Slander,Dr. Acula - Slander
3464,Slander (2x Bass Pedal),Dr. Acula,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Dr. Acula - Slander (2x Bass Pedal),Dr. Acula - Slander (2x Bass Pedal)
3465,Bullet,Drugstore Fanatics,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Drugstore Fanatics - Bullet,Drugstore Fanatics - Bullet
3466,Hangman,Drugstore Fanatics,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Drugstore Fanatics - Hangman,Drugstore Fanatics - Hangman
3467,The Distance,Drugstore Fanatics,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Drugstore Fanatics - The Distance,Drugstore Fanatics - The Distance
3468,Console War,DRUOX,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/DRUOX - Console War,DRUOX - Console War
3469,Console War (2x Bass Pedal),DRUOX,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/DRUOX - Console War (2x Bass Pedal),DRUOX - Console War (2x Bass Pedal)
3470,Ode to Stove,DRUOX,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/DRUOX - Ode to Stove,DRUOX - Ode to Stove
3471,Calling to Dance,EA,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/EA - Calling to Dance,EA - Calling to Dance
3472,No Holy Man,Eden's Curse ft. James LaBrie,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Eden's Curse ft. James LaBrie - No Holy Man,Eden's Curse ft. James LaBrie - No Holy Man
3473,Another Purity Failing,Edenshade,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Edenshade - Another Purity Failing,Edenshade - Another Purity Failing
3474,Another Purity Failing (2x Bass Pedal),Edenshade,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Edenshade - Another Purity Failing (2x Bass Pedal),Edenshade - Another Purity Failing (2x Bass Pedal)
3475,Need,Edenshade,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Edenshade - Need,Edenshade - Need
3476,Things I'll Just Pretend,Edenshade,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Edenshade - Things I'll Just Pretend,Edenshade - Things I'll Just Pretend
3477,Things I'll Just Pretend (2x Bass Pedal),Edenshade,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Edenshade - Things I'll Just Pretend (2x Bass Pedal),Edenshade - Things I'll Just Pretend (2x Bass Pedal)
3478,Flesh and Blood,Edge,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Edge - Flesh and Blood,Edge - Flesh and Blood
3479,Blue (Da Ba Dee),Eiffel 65,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Eiffel 65 - Blue (Da Ba Dee),Eiffel 65 - Blue (Da Ba Dee)
